gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4785678937,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1801438089,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,"Vía sin nombre, Jiménez, Limón, CR (10.159, -83.781)",Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.15856,-83.7808,NA,NA,NA,NA,NA,NA,2023-08-09,9,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1801438089,,,NA,CC_BY_4_0,,obsr1497528,,,2025-07-04T13:38:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4784952956,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1848412225,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Centro Manú,Limón,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.157989,-83.78299,NA,NA,NA,NA,NA,NA,2023-10-12,12,10,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1848412225,,,NA,CC_BY_4_0,,obsr1196195,,,2025-07-04T13:39:18Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4784321977,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1642870505,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Bosque Eterno de Los Niños--Poco Sol,Alajuela,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.35013,-84.66691,NA,NA,NA,NA,NA,NA,2023-02-26,26,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1642870505,,,NA,CC_BY_4_0,,obsr960945,,,2025-07-04T13:38:06Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4784261966,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1654315568,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Entrada Reserva Alberto Manuel Brenes,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.232695,-84.538124,NA,NA,NA,NA,NA,NA,2023-03-12,12,3,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1654315568,,,NA,CC_BY_4_0,,obsr2093827,,,2025-07-04T13:38:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4783544478,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1648572955,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Rainforest Adventures Braulio Carrillo,Limón,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.173658,-83.91337,NA,NA,NA,NA,NA,NA,2023-03-05,5,3,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1648572955,,,NA,CC_BY_4_0,,obsr1200593,,,2025-07-04T13:39:52Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4783144841,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1808051031,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Centro Manú,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.157989,-83.78299,NA,NA,NA,NA,NA,NA,2023-08-20,20,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1808051031,,,NA,CC_BY_4_0,,obsr3203163,,,2025-07-04T13:39:25Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4782252489,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1657437997,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,"Upala, El Gavilan",Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.895935,-85.33364,NA,NA,NA,NA,NA,NA,2023-03-10,10,3,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1657437997,,,NA,CC_BY_4_0,,obsr945385,,,2025-07-04T13:39:59Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4781855345,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1666970524,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,"Arenal Volcano National Park, San Carlos CR-Alajuela 10.43810, -84.71025",Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.438104,-84.71025,NA,NA,NA,NA,NA,NA,2023-03-09,9,3,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1666970524,,,NA,CC_BY_4_0,,obsr551336,,,2025-07-04T13:39:38Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4781343007,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1629685367,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Estación Biológica La Selva-OTS,Heredia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.431166,-84.00353,NA,NA,NA,NA,NA,NA,2023-02-12,12,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1629685367,,,NA,CC_BY_4_0,,obsr2877008,,,2025-07-04T13:39:09Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4781262760,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1799417728,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,PA,PN Omar Torrijos (El Copé),Coclé,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,8.66804,-80.59263,NA,NA,NA,NA,NA,NA,2023-08-05,5,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1799417728,,,NA,CC_BY_4_0,,obsr421664,,,2025-07-04T13:38:40Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4780116318,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1615242025,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Observatory Lodge,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.436984,-84.70968,NA,NA,NA,NA,NA,NA,2023-01-25,25,1,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1615242025,,,NA,CC_BY_4_0,,obsr276530,,,2025-07-04T13:39:40Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4779304355,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1802816993,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Rainforest Adventures Braulio Carrillo,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.173658,-83.91337,NA,NA,NA,NA,NA,NA,2023-08-06,6,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1802816993,,,NA,CC_BY_4_0,,obsr1395016,,,2025-07-04T13:41:12Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4779248603,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1812814100,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Camino a la Reserva Alberto Manuel Brenes,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.230143,-84.550186,NA,NA,NA,NA,NA,NA,2023-08-26,26,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1812814100,,,NA,CC_BY_4_0,,obsr2742999,,,2025-07-04T13:38:48Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4779243778,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1654165574,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Rainforest Adventures Braulio Carrillo,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.173658,-83.91337,NA,NA,NA,NA,NA,NA,2023-03-10,10,3,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1654165574,,,NA,CC_BY_4_0,,obsr686886,,,2025-07-04T13:37:53Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4778992385,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1642845716,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Observatory Lodge,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.436984,-84.70968,NA,NA,NA,NA,NA,NA,2023-02-26,26,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1642845716,,,NA,CC_BY_4_0,,obsr672630,,,2025-07-04T13:39:04Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4778466507,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1615289202,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Observatory Lodge,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.436984,-84.70968,NA,NA,NA,NA,NA,NA,2023-01-25,25,1,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1615289202,,,NA,CC_BY_4_0,,obsr418077,,,2025-07-04T13:37:50Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4778295764,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1629691325,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Estación Biológica La Selva-OTS,Heredia,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.431166,-84.00353,NA,NA,NA,NA,NA,NA,2023-02-12,12,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1629691325,,,NA,CC_BY_4_0,,obsr1361886,,,2025-07-04T13:38:43Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4777454106,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1780506832,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Rainforest Adventures Braulio Carrillo,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.173658,-83.91337,NA,NA,NA,NA,NA,NA,2023-07-11,11,7,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1780506832,,,NA,CC_BY_4_0,,obsr835307,,,2025-07-04T13:39:05Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4775544446,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1802762944,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Las Heliconias Lodge and hanging bridges,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.713635,-85.040924,NA,NA,NA,NA,NA,NA,2023-08-12,12,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1802762944,,,NA,CC_BY_4_0,,obsr551482,,,2025-07-04T13:39:20Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4775191768,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1814481213,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Centro Manú,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.157989,-83.78299,NA,NA,NA,NA,NA,NA,2023-08-29,29,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1814481213,,,NA,CC_BY_4_0,,obsr1337415,,,2025-07-04T13:40:02Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4775144631,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1759815955,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Monteverde Cloud Forest Reserve--Entrance road,Puntarenas,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.301467,-84.80172,NA,NA,NA,NA,NA,NA,2023-06-08,8,6,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1759815955,,,NA,CC_BY_4_0,,obsr1791138,,,2025-07-04T13:41:05Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4774540692,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAMERICA:OBS1787333125,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Rainforest Adventures Braulio Carrillo,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.173658,-83.91337,NA,NA,NA,NA,NA,NA,2023-07-21,21,7,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD_CAMERICA,OBS1787333125,,,NA,CC_BY_4_0,,obsr919124,,,2025-07-04T13:39:00Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4773776568,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1660949832,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Observatory Lodge,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.436984,-84.70968,NA,NA,NA,NA,NA,NA,2023-03-20,20,3,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1660949832,,,NA,CC_BY_4_0,,obsr2948184,,,2025-07-04T13:39:33Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4773296386,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1798945812,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Centro Manú,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.157989,-83.78299,NA,NA,NA,NA,NA,NA,2023-08-06,6,8,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1798945812,,,NA,CC_BY_4_0,,obsr1519028,,,2025-07-04T13:38:05Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4772801158,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1600542014,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Observatory Lodge,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.436984,-84.70968,NA,NA,NA,NA,NA,NA,2023-01-07,7,1,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1600542014,,,NA,CC_BY_4_0,,obsr358248,,,2025-07-04T13:41:04Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4772378631,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1761384251,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,PA,PN Omar Torrijos (El Copé),Coclé,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,8.66804,-80.59263,NA,NA,NA,NA,NA,NA,2015-08-29,29,8,2015,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1761384251,,,NA,CC_BY_4_0,,obsr623855,,,2025-07-04T13:39:26Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4771822691,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1638828184,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Misticopark (Hanging Bridges),Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.489347,-84.75635,NA,NA,NA,NA,NA,NA,2023-02-09,9,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1638828184,,,NA,CC_BY_4_0,,obsr925996,,,2025-07-04T13:39:57Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4771601400,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1865734973,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Bosque Eterno de Los Niños--Poco Sol,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.35013,-84.66691,NA,NA,NA,NA,NA,NA,2023-11-02,2,11,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1865734973,,,NA,CC_BY_4_0,,obsr538205,,,2025-07-04T13:41:26Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4771344071,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_AU:OBS1787390953,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Rainforest Adventures Braulio Carrillo,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.173658,-83.91337,NA,NA,NA,NA,NA,NA,2023-07-21,21,7,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD_AU,OBS1787390953,,,NA,CC_BY_4_0,,obsr1712088,,,2025-07-04T13:39:11Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4771324135,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1629299455,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Centro Manú,Limón,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.157989,-83.78299,NA,NA,NA,NA,NA,NA,2023-02-12,12,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1629299455,,,NA,CC_BY_4_0,,obsr1337415,,,2025-07-04T13:38:50Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4770476386,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1775398973,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Reserva Biológica Bosque Nuboso Monteverde,Puntarenas,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.30264,-84.79569,NA,NA,NA,NA,NA,NA,2023-07-04,4,7,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1775398973,,,NA,CC_BY_4_0,,obsr3257838,,,2025-07-04T13:41:19Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4769708692,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1624807128,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Bosque Eterno de Los Niños--Poco Sol,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.35013,-84.66691,NA,NA,NA,NA,NA,NA,2023-02-06,6,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1624807128,,,NA,CC_BY_4_0,,obsr957560,,,2025-07-04T13:39:14Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4768357841,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1639428594,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Las Heliconias Lodge and hanging bridges,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.713635,-85.040924,NA,NA,NA,NA,NA,NA,2023-02-22,22,2,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1639428594,,,NA,CC_BY_4_0,,obsr754411,,,2025-07-04T13:38:50Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4767829987,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1790054143,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Centro Manú,Limón,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.157989,-83.78299,NA,NA,NA,NA,NA,NA,2022-08-01,1,8,2022,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1790054143,,,NA,CC_BY_4_0,,obsr3729291,,,2025-07-04T13:38:38Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4767757894,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1600541966,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,NA,SPECIES,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,,CR,Arenal Observatory Lodge,Alajuela,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,10.436984,-84.70968,NA,NA,NA,NA,NA,NA,2023-01-07,7,1,2023,5959197,5959197,HUMAN_OBSERVATION,CLO,EBIRD,OBS1600541966,,,NA,CC_BY_4_0,,obsr538205,,,2025-07-04T13:39:46Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
